'one': [19238, 49] 
'translated': [109, 29] 
'glaucon': [109, 2] 
'offers': [109, 28] 
'cloak': [109, 24] 
'acquisition': [109, 18] 
'sails': [109, 18] 
'cured': [109, 18] 
'cowardice': [109, 23] 
'sufferings': [109, 23] 
'ransom': [109, 17] 
'disorders': [109, 17] 
'derives': [109, 19] 
'somewhere': [109, 24] 
'manage': [109, 25] 
'arising': [109, 23] 
'similarly': [109, 12] 
'merry': [109, 19] 
'attachment': [109, 16] 
'24': [109, 13] 
'28': [109, 16] 
'largely': [109, 17] 
'afterward': [109, 13] 
'windows': [109, 15] 
'amiable': [109, 14] 
'earnestly': [108, 23] 
'bury': [108, 21] 
'honorable': [108, 8] 
'legitimate': [108, 18] 
'impatient': [108, 24] 
'guided': [108, 26] 
'assuredly': [108, 18] 
'recognise': [108, 15] 
'mixture': [108, 26] 
'theseus': [108, 12] 
'extends': [108, 25] 
'adversaries': [108, 17] 
'gently': [108, 26] 
'27': [108, 13] 
'treats': [108, 20] 
'wanton': [108, 31] 
'calamities': [108, 16] 
'eleven': [108, 25] 
'wert': [108, 16] 
'quest': [108, 24] 
'quod': [108, 7] 
'yonder': [108, 18] 
'insects': [108, 8] 
'evn': [108, 2] 
'favor': [107, 10] 
'insolence': [107, 30] 
'o’er': [107, 12] 
'bend': [107, 31] 
'introduction': [107, 24] 
'start': [107, 30] 
'learnt': [107, 22] 
'troublesome': [107, 20] 
'infer': [107, 19] 
'objection': [107, 24] 
'dropped': [107, 21] 
'torment': [107, 25] 
'sterility': [107, 7] 
'farmers': [107, 11] 
'avenge': [107, 20] 
'displeased': [107, 18] 
'111': [107, 7] 
'germany': [107, 19] 
'“thou': [107, 5] 
'pillars': [107, 12] 
'soveraignty': [107, 1] 
'liveth': [107, 5] 
'master’s': [107, 11] 
'lament': [106, 27] 
'statute': [106, 8] 
'travel': [106, 26] 
'contradiction': [106, 22] 
'imaginary': [106, 24] 
'literature': [106, 20] 
'titles': [106, 22] 
'ad': [106, 16] 
'qui': [106, 9] 
'consistent': [106, 23] 
'inherited': [106, 15] 
'supplies': [106, 25] 
'occupy': [106, 25] 
'encouraged': [106, 24] 
'sparta': [106, 17] 
'continuance': [106, 24] 
'wandering': [106, 26] 
'constrained': [106, 21] 
'asia': [106, 21] 
'sexual': [106, 7] 
'tremble': [106, 28] 
'varro': [106, 7] 
'112': [106, 9] 
'pitched': [106, 11] 
'plutarch': [106, 7] 
'parish': [106, 11] 
'proprietors': [106, 8] 
'princess': [106, 14] 
'dapple': [106, 1] 
'wasted': [105, 27] 
'savages': [105, 18] 
'mental': [105, 20] 
'admired': [105, 23] 
'protected': [105, 26] 
'termed': [105, 15] 
'dissolved': [105, 20] 
'gains': [105, 26] 
'loses': [105, 26] 
'amazed': [105, 17] 
'barley': [105, 10] 
'inflicted': [105, 22] 
'entreat': [105, 27] 
'affords': [105, 19] 
'graces': [105, 25] 
'culture': [105, 23] 
'discourses': [105, 21] 
'blessedness': [105, 8] 
'prisoner': [105, 24] 
'tempted': [105, 24] 
'series': [105, 25] 
'proceedings': [105, 12] 
'exertions': [105, 14] 
'augmented': [105, 17] 
'gravity': [105, 23] 
'29': [105, 13] 
'rapidly': [105, 23] 
'headlong': [105, 22] 
'painted': [105, 27] 
'quam': [105, 8] 
'sub': [105, 11] 
'carriage': [105, 15] 
'f4': [105, 1] 
'shylock': [105, 1] 
'regan': [105, 1] 
'quietly': [104, 21] 
'using': [104, 31] 
'driving': [104, 28] 
'j': [104, 14] 
'liberties': [104, 14] 
'nowhere': [104, 23] 
'lays': [104, 30] 
'shoes': [104, 21] 
'ungrateful': [104, 19] 
'whereupon': [104, 16] 
'furniture': [104, 12] 
'guardian': [104, 25] 
'trained': [104, 21] 
'combined': [104, 22] 
'provoke': [104, 24] 
'purity': [104, 23] 
'crowns': [104, 15] 
'essentially': [104, 23] 
'intellect': [104, 20] 
'sweetness': [104, 20] 
'threescore': [104, 5] 
'hanging': [104, 27] 
'splendid': [104, 24] 
'retreat': [104, 25] 
'slightly': [104, 22] 
'endless': [104, 25] 
'renewed': [104, 23] 
'favoured': [104, 19] 
'firmament': [104, 14] 
'uniform': [104, 17] 
'jeroboam': [104, 2] 
'shirt': [104, 13] 
'penelope': [104, 5] 
'absalom': [104, 2] 
'dorothea': [104, 1] 
'peaceful': [103, 23] 
'shout': [103, 18] 
'anguish': [103, 24] 
'worked': [103, 22] 
'vow': [103, 20] 
'bark': [103, 25] 
'handsome': [103, 19] 
'conquer': [103, 28] 
'converted': [103, 23] 
'wealthy': [103, 23] 
'mercury': [103, 15] 
'counted': [103, 21] 
'agathon': [103, 4] 
'sayest': [103, 13] 
'issued': [103, 20] 
'saint': [103, 23] 
'temporal': [103, 16] 
'31': [103, 13] 
'catholic': [103, 16] 
'titus': [103, 6] 
'114': [103, 8] 
'sixteen': [103, 18] 
'“so': [103, 6] 
'amounted': [103, 9] 
'gilead': [103, 2] 
'delicacy': [103, 15] 
'maids': [103, 14] 
'dumb': [102, 25] 
'solitude': [102, 21] 
'fewer': [102, 25] 
'inspired': [102, 25] 
'based': [102, 14] 
'match': [102, 25] 
'deliberate': [102, 22] 
'comrade': [102, 12] 
'befall': [102, 23] 
'flowing': [102, 21] 
'delights': [102, 26] 
'details': [102, 19] 
'applause': [102, 18] 
'tribute': [102, 25] 
'repair': [102, 23] 
'pomp': [102, 23] 
'perchance': [102, 20] 
'aught': [102, 28] 
'translation': [102, 18] 
'ornament': [102, 28] 
'secondary': [102, 18] 
'heap': [102, 23] 
'impulse': [102, 25] 
'communities': [102, 20] 
'equity': [102, 15] 
'employs': [102, 16] 
'forehead': [102, 15] 
'vol': [102, 10] 
'pronounced': [102, 22] 
'project': [102, 20] 
'taxed': [102, 8] 
'pp': [102, 7] 
'sterling': [102, 4] 
'nabobs': [102, 1] 
'career': [101, 24] 
'accumulated': [101, 13] 
'examined': [101, 25] 
'watched': [101, 23] 
'shelter': [101, 23] 
'shoot': [101, 25] 
'rewards': [101, 21] 
'heir': [101, 27] 
'steal': [101, 27] 
'covering': [101, 25] 
'wheels': [101, 20] 
'politic': [101, 12] 
'ride': [101, 19] 
'ascertain': [101, 20] 
'estimation': [101, 19] 
'fancied': [101, 13] 
'humane': [101, 17] 
'robbed': [101, 21] 
'repentance': [101, 16] 
'volume': [101, 24] 
'113': [101, 8] 
'irregular': [101, 16] 
'depths': [101, 18] 
'haughty': [101, 17] 
'improvements': [101, 13] 
'vineyard': [101, 10] 
'canaan': [101, 3] 
'amen': [101, 13] 
'cart': [101, 12] 
'formations': [101, 2] 
'boat': [101, 14] 
'“o': [101, 4] 
'f1': [101, 1] 
'servitude': [100, 23] 
'agitation': [100, 18] 
'avail': [100, 28] 
'exception': [100, 25] 
'probability': [100, 19] 
'contest': [100, 20] 
'horseback': [100, 17] 
'vine': [100, 19] 
'fearing': [100, 25] 
'wishing': [100, 28] 
'wing': [100, 19] 
'particulars': [100, 22] 
'longing': [100, 21] 
'equals': [100, 23] 
'victor': [100, 18] 
'shouting': [100, 17] 
'prisoners': [100, 20] 
'perception': [100, 15] 
'destroying': [100, 26] 
'scipio': [100, 10] 
'lodging': [100, 19] 
'impartial': [100, 13] 
'confession': [100, 19] 
'gay': [100, 13] 
'plate': [100, 15] 
'mercantile': [100, 4] 
'ilius': [100, 3] 
'coud': [100, 1] 
'luzhin': [100, 1] 
'romanovna': [100, 1] 
'pronounce': [99, 21] 
'doubts': [99, 29] 
'entitled': [99, 23] 
'load': [99, 19] 
'ceremony': [99, 18] 
'tea': [99, 9] 
'intelligible': [99, 22] 
'uncertainty': [99, 19] 
'precise': [99, 23] 
'obtaining': [99, 20] 
'bees': [99, 19] 
'maintains': [99, 21] 
'battles': [99, 21] 
'tumult': [99, 24] 
'doubted': [99, 32] 
'females': [99, 15] 
'prevails': [99, 25] 
'permission': [99, 24] 
'kissed': [99, 14] 
'variable': [99, 13] 
'coward': [99, 25] 
'phrase': [99, 25] 
'tired': [99, 23] 
'corporeal': [99, 9] 
'stuck': [99, 24] 
'job': [99, 9] 
'message': [99, 20] 
'recovered': [99, 20] 
'regret': [99, 17] 
'port': [99, 16] 
'whites': [99, 5] 
'prophesy': [99, 8] 
'ant': [99, 8] 
'tydeus': [99, 4] 
'fixd': [99, 2] 
'f3': [99, 1] 
'indifference': [98, 21] 
'perpetually': [98, 19] 
'plead': [98, 25] 
'supposition': [98, 23] 
'type': [98, 15] 
'historical': [98, 16] 
'teacher': [98, 22] 
'proverb': [98, 19] 
'chiefs': [98, 19] 
'resolve': [98, 32] 
'physic': [98, 13] 
'overthrow': [98, 23] 
'adultery': [98, 14] 
'infirmity': [98, 18] 
'sprung': [98, 26] 
'rushed': [98, 17] 
'directions': [98, 23] 
'intentions': [98, 16] 
'cultivate': [98, 14] 
'alteration': [98, 18] 
'sensations': [98, 14] 
'renew': [98, 22] 
'daniel': [98, 6] 
'116': [98, 8] 
'encounter': [98, 23] 
'i’': [98, 11] 
'holland': [98, 10] 
'bullion': [98, 3] 
'grateful': [98, 15] 
'geological': [98, 1] 
'rodya': [98, 1] 
'hermia': [98, 1] 
'grasp': [97, 27] 
'arrival': [97, 17] 
'arranged': [97, 20] 
'anywhere': [97, 27] 
'china': [97, 16] 
'athenians': [97, 19] 
'advancing': [97, 20] 
'completed': [97, 25] 
'defending': [97, 22] 
'merits': [97, 22] 
'reverse': [97, 25] 
'madman': [97, 19] 
'beds': [97, 18] 
'metal': [97, 16] 
'happily': [97, 30] 
'bonds': [97, 28] 
'ceases': [97, 25] 
'ills': [97, 21] 
'partial': [97, 24] 
'europeans': [97, 10] 
'eighteen': [97, 17] 
'ball': [97, 16] 
'superstition': [97, 18] 
'ho': [97, 18] 
'varied': [97, 21] 
'recompense': [97, 19] 
'bishop': [97, 13] 
'interrupted': [97, 20] 
'recommend': [97, 19] 
'terrestrial': [97, 11] 
'eternall': [97, 1] 
'ammon': [97, 5] 
'doeth': [97, 2] 
'shekels': [97, 2] 
'diomed': [97, 3] 
'pharisees': [96, 6] 
'defined': [96, 23] 
'careless': [96, 22] 
'pause': [96, 30] 
'amazement': [96, 22] 
'hades': [96, 7] 
'redeem': [96, 16] 
'healthy': [96, 26] 
'ghosts': [96, 16] 
'ithaca': [96, 4] 
'invited': [96, 26] 
'distinctions': [96, 20] 
'rejoiced': [96, 16] 
'corresponding': [96, 16] 
'suggested': [96, 27] 
'finest': [96, 21] 
'steady': [96, 21] 
'withdraw': [96, 31] 
'asses': [96, 13] 
'parted': [96, 29] 
'exported': [96, 6] 
'detail': [96, 22] 
'complaint': [96, 23] 
'fidelity': [96, 19] 
'courses': [96, 24] 
'pulled': [96, 18] 
'ample': [96, 21] 
'tempest': [96, 22] 
'117': [96, 7] 
'supporting': [96, 20] 
'florence': [96, 8] 
'“as': [96, 7] 
'tidings': [96, 14] 
'congress': [95, 7] 
'lightly': [95, 30] 
'deadly': [95, 21] 
'sugar': [95, 14] 
'seats': [95, 23] 
'seeming': [95, 22] 
'writer': [95, 25] 
'respecting': [95, 17] 
'conjecture': [95, 24] 
'f': [95, 11] 
'giant': [95, 17] 
'attributes': [95, 19] 
'fairest': [95, 24] 
'trumpets': [95, 14] 
'expressions': [95, 21] 
'suggest': [95, 24] 
'faction': [95, 18] 
'shadows': [95, 22] 
'dire': [95, 13] 
'formidable': [95, 19] 
'instructions': [95, 20] 
'servile': [95, 24] 
'magnificent': [95, 22] 
'precept': [95, 16] 
'defended': [95, 28] 
'generosity': [95, 16] 
'prosper': [95, 20] 
'perceiving': [95, 17] 
'magnanimity': [95, 16] 
'esau': [95, 6] 
'pledge': [95, 21] 
'shields': [95, 11] 
'tore': [95, 13] 
'trespass': [95, 13] 
'we’ll': [95, 11] 
'didn’t': [95, 3] 
'f2': [95, 1] 
'treatment': [94, 25] 
'wrongs': [94, 24] 
'jaws': [94, 17] 
'smitten': [94, 15] 
'determination': [94, 25] 
'induced': [94, 29] 
'charming': [94, 19] 
'hears': [94, 32] 
'destructive': [94, 24] 
'endured': [94, 27] 
'student': [94, 15] 
'secured': [94, 21] 
'spoiled': [94, 18] 
'obedient': [94, 28] 
'funeral': [94, 20] 
'defiled': [94, 10] 
'exertion': [94, 16] 
'silly': [94, 23] 
'herds': [94, 17] 
'bars': [94, 18] 
'baptized': [94, 6] 
'hercules': [94, 17] 
'leagues': [94, 16] 
'selfe': [94, 2] 
'taketh': [94, 3] 
'shouldest': [94, 6] 
'bourgeoisie': [94, 3] 
'quixote”': [94, 1] 
'bondage': [93, 24] 
'lawyers': [93, 16] 
'cheer': [93, 29] 
'advances': [93, 22] 
'cutting': [93, 30] 
'rings': [93, 21] 
'atonement': [93, 9] 
'fare': [93, 28] 
'prophecy': [93, 15] 
'awe': [93, 26] 
'compel': [93, 26] 
'toils': [93, 20] 
'attacks': [93, 24] 
'licence': [93, 17] 
'somehow': [93, 15] 
'entrusted': [93, 17] 
'expensive': [93, 12] 
'idleness': [93, 21] 
'complexion': [93, 17] 
'managed': [93, 22] 
'drunken': [93, 15] 
'recorded': [93, 23] 
'distributed': [93, 17] 
'accidental': [93, 20] 
'relieved': [93, 22] 
'obligations': [93, 19] 
'spared': [93, 23] 
'infant': [93, 22] 
'vexed': [93, 18] 
'text': [93, 22] 
'stoics': [93, 5] 
'axe': [93, 16] 
'henceforth': [93, 22] 
'212': [93, 6] 
'diligence': [93, 20] 
'mule': [93, 11] 
'“then': [93, 5] 
'counsell': [93, 1] 
'ahab': [93, 2] 
'sofa': [93, 4] 
'now”': [93, 4] 
'smiled': [93, 11] 
'o’': [93, 9] 
'“that’s': [93, 4] 
'steeds': [93, 10] 
'powrs': [93, 2] 
'grandeur': [92, 14] 
'roof': [92, 22] 
'argue': [92, 23] 
'roused': [92, 21] 
'gladly': [92, 26] 
'clothing': [92, 16] 
'confirm': [92, 24] 
'strip': [92, 24] 
'abomination': [92, 8] 
'mystery': [92, 22] 
'adding': [92, 25] 
'beginnings': [92, 18] 
'freed': [92, 24] 
'warrior': [92, 17] 
'argos': [92, 10] 
'believes': [92, 24] 
'warriors': [92, 19] 
'relates': [92, 20] 
'exceeds': [92, 15] 
'humours': [92, 16] 
'nest': [92, 20] 
'adversary': [92, 16] 
'executed': [92, 20] 
'prohibition': [92, 13] 
'alliance': [92, 22] 
'nights': [92, 24] 
'roar': [92, 18] 
'guests': [92, 22] 
'urge': [92, 25] 
'establishing': [92, 20] 
'abundant': [92, 21] 
'humility': [92, 18] 
'fishes': [92, 20] 
'shun': [92, 24] 
'grecian': [92, 14] 
'unexpected': [92, 20] 
'joves': [92, 6] 
'neighbouring': [92, 16] 
'list': [92, 30] 
'essay': [92, 17] 
'prices': [92, 14] 
'million': [92, 13] 
'ha': [92, 12] 
'combination': [91, 24] 
'instruct': [91, 26] 
'feeding': [91, 25] 
'proposition': [91, 17] 
'republican': [91, 9] 
'eighth': [91, 21] 
'sage': [91, 18] 
'contrived': [91, 18] 
'conclusions': [91, 25] 
'deceit': [91, 18] 
'hides': [91, 19] 
'unchangeable': [91, 10] 
'quantities': [91, 15] 
'heal': [91, 19] 
'passionate': [91, 27] 
'agent': [91, 17] 
'dislike': [91, 24] 
'improper': [91, 15] 
'section': [91, 16] 
'purse': [91, 21] 
'torments': [91, 16] 
'transgression': [91, 14] 
'teaches': [91, 25] 
'briefly': [91, 25] 
'usage': [91, 16] 
'elect': [91, 17] 
'serving': [91, 28] 
'strengthened': [91, 18] 
'conferred': [91, 19] 
'extinction': [91, 10] 
'printed': [91, 20] 
'deserved': [91, 25] 
'subsequent': [91, 17] 
'211': [91, 7] 
'darts': [91, 12] 
'sects': [91, 17] 
'h': [91, 10] 
'smiling': [91, 22] 
'brown': [91, 17] 
'dew': [91, 20] 
'muttered': [91, 10] 
'latian': [91, 3] 
'“your': [91, 5] 
'responsible': [90, 20] 
'penalties': [90, 17] 
'fowls': [90, 12] 
'captives': [90, 17] 
'york': [90, 9] 
'skins': [90, 21] 
'attentive': [90, 22] 
'conflict': [90, 24] 
'asserted': [90, 19] 
'excluded': [90, 23] 
'noted': [90, 29] 
'contents': [90, 28] 
'charm': [90, 29] 
'previously': [90, 22] 
'crooked': [90, 20] 
'relish': [90, 21] 
'roots': [90, 27] 
'stories': [90, 20] 
'veins': [90, 21] 
'occupation': [90, 27] 
'incline': [90, 22] 
'pursuits': [90, 19] 
'favours': [90, 21] 
'stamp': [90, 29] 
'spectators': [90, 23] 
'charges': [90, 23] 
'treasury': [90, 14] 
'bulk': [90, 19] 
'beating': [90, 18] 
'offences': [90, 21] 
'throwing': [90, 27] 
'instituted': [90, 15] 
'temporary': [90, 20] 
'retired': [90, 21] 
'masses': [90, 21] 
'preserving': [90, 24] 
'lustre': [90, 14] 
'situations': [90, 15] 
'sack': [90, 19] 
'funds': [90, 9] 
'signified': [90, 16] 
'polluted': [90, 15] 
'beware': [90, 29] 
'raiment': [90, 11] 
'threatened': [90, 24] 
'devoured': [90, 16] 
'32': [90, 12] 
'34': [90, 12] 
'prodigious': [90, 19] 
'nymphs': [90, 12] 
'moments': [90, 23] 
'bringeth': [90, 6] 
'inconvenience': [90, 14] 
'inherit': [90, 18] 
'clerk': [90, 12] 
'anglo': [90, 2] 
'aunt': [90, 11] 
'raisd': [90, 3] 
'rodion': [90, 1] 
'bankes': [90, 1] 
'included': [89, 24] 
'“by': [89, 7] 
'rob': [89, 28] 
'profess': [89, 25] 
'contemplation': [89, 22] 
'objections': [89, 24] 
'passages': [89, 23] 
'recall': [89, 25] 
'confer': [89, 23] 
'secretly': [89, 28] 
'inform': [89, 24] 
'coarse': [89, 19] 
'subtle': [89, 26] 
'blamed': [89, 27] 
'dearest': [89, 29] 
'roll': [89, 22] 
'finish': [89, 22] 
'graceful': [89, 19] 
'allies': [89, 20] 
'barbarians': [89, 22] 
'palm': [89, 18] 
'nice': [89, 19] 
'desirous': [89, 23] 
'boldly': [89, 27] 
'rush': [89, 24] 
'succeeding': [89, 18] 
'surrounded': [89, 24] 
'analogous': [89, 13] 
'paint': [89, 19] 
'rely': [89, 22] 
'ornaments': [89, 18] 
'sank': [89, 18] 
'carthage': [89, 15] 
'admits': [89, 24] 
'forbear': [89, 19] 
'costs': [89, 15] 
'desiring': [89, 22] 
'goat': [89, 13] 
'wedding': [89, 16] 
'odious': [89, 22] 
'habitual': [89, 15] 
'visited': [89, 21] 
'33': [89, 12] 
'consul': [89, 7] 
'villain': [89, 21] 
'abominations': [89, 5] 
'signification': [89, 14] 
'milan': [89, 9] 
'crosses': [89, 13] 
'crossing': [89, 15] 
'bills': [89, 10] 
'imperative': [89, 11] 
'proprietor': [89, 7] 
'township': [89, 2] 
'labourer': [89, 9] 
'cool': [89, 20] 
'idomeneus': [89, 4] 
'cardenio': [89, 1] 
'conj': [89, 1] 
'childhood': [88, 28] 
'controversy': [88, 24] 
'“we': [88, 11] 
'agents': [88, 16] 
'gratify': [88, 25] 
'peril': [88, 24] 
'vital': [88, 20] 
'hungry': [88, 25] 
'throng': [88, 17] 
'breaks': [88, 33] 
'mysteries': [88, 16] 
'dont': [88, 8] 
'falsely': [88, 24] 
'proclaim': [88, 26] 
'democracies': [88, 7] 
'necessities': [88, 21] 
'ascribe': [88, 17] 
'artificers': [88, 8] 
'accompany': [88, 18] 
'attending': [88, 32] 
'hypothesis': [88, 13] 
'talent': [88, 23] 
'hurry': [88, 21] 
'dissolution': [88, 19] 
'overthrown': [88, 22] 
'helen': [88, 14] 
'strengthen': [88, 20] 
'games': [88, 23] 
'reported': [88, 21] 
'olive': [88, 16] 
'cavalry': [88, 8] 
'animated': [88, 16] 
'sincere': [88, 21] 
'primitive': [88, 13] 
'sigh': [88, 23] 
'213': [88, 5] 
'215': [88, 5] 
'syria': [88, 5] 
'tomorrow': [88, 14] 
'brother’s': [88, 10] 
'housekeeper': [88, 7] 
'oars': [88, 10] 
'rival': [87, 21] 
'torture': [87, 20] 
'array': [87, 21] 
'referred': [87, 20] 
'wisest': [87, 25] 
'tedious': [87, 24] 
'doings': [87, 16] 
'heroic': [87, 18] 
'behave': [87, 22] 
'violently': [87, 27] 
'defeated': [87, 19] 
'appearing': [87, 21] 
'prerogative': [87, 17] 
'approached': [87, 20] 
'se': [87, 12] 
'histories': [87, 13] 
'imaginations': [87, 17] 
'yielded': [87, 25] 
'preaching': [87, 13] 
'tribunes': [87, 4] 
'lesse': [87, 1] 
'hearkened': [87, 5] 
'soveraigns': [87, 1] 
'brake': [87, 8] 
'levied': [87, 8] 
'rooms': [87, 14] 
'cornwall': [87, 5] 
'pedro': [87, 1] 
'sanction': [86, 27] 
'crushed': [86, 23] 
'notable': [86, 15] 
'decrees': [86, 20] 
'differently': [86, 26] 
'pattern': [86, 26] 
'favourite': [86, 20] 
'injure': [86, 24] 
'statement': [86, 18] 
'craft': [86, 24] 
'discord': [86, 27] 
'keen': [86, 26] 
'bids': [86, 23] 
'spheres': [86, 15] 
'varying': [86, 20] 
'rushing': [86, 24] 
'reflections': [86, 19] 
'extension': [86, 17] 
'shaken': [86, 22] 
'observes': [86, 21] 
'badly': [86, 15] 
'peculiarly': [86, 18] 
'outer': [86, 17] 
'eldest': [86, 21] 
'aimed': [86, 18] 
'reckoning': [86, 22] 
'insolent': [86, 26] 
'conspiracy': [86, 18] 
'letting': [86, 24] 
'prospect': [86, 23] 
'violated': [86, 21] 
'equivalent': [86, 20] 
'values': [86, 12] 
'grieve': [86, 24] 
'wondrous': [86, 18] 
'marble': [86, 18] 
'college': [86, 19] 
'romulus': [86, 6] 
'consuls': [86, 7] 
'bitterly': [86, 15] 
'hannibal': [86, 7] 
'considerably': [86, 13] 
'“do': [86, 9] 
'pocket': [86, 17] 
'yard': [86, 13] 
'pack': [86, 15] 
'rudimentary': [86, 2] 
'pollen': [86, 1] 
'edom': [86, 1] 
'ophelia': [86, 1] 
'addressing': [85, 17] 
'indulgence': [85, 21] 
'ceremonies': [85, 19] 
'pre': [85, 22] 
'novelty': [85, 21] 
'reputed': [85, 19] 
'wet': [85, 23] 
'rolling': [85, 19] 
'surrender': [85, 18] 
'shop': [85, 16] 
'recollect': [85, 17] 
'unusual': [85, 22] 
'swallowed': [85, 22] 
'extravagant': [85, 17] 
'superfluous': [85, 25] 
'solitary': [85, 27] 
'contact': [85, 17] 
'wholesome': [85, 18] 
'diminution': [85, 14] 
'transported': [85, 16] 
'rouse': [85, 26] 
'pestilence': [85, 14] 
'lucius': [85, 7] 
'bitterness': [85, 15] 
'shock': [85, 19] 
'heavily': [85, 20] 
'37': [85, 11] 
'eternally': [85, 12] 
'vulcan': [85, 7] 
'214': [85, 5] 
'216': [85, 8] 
'merciful': [85, 17] 
'brains': [85, 23] 
'committee': [85, 9] 
'university': [85, 10] 
'trembled': [85, 17] 
'jehoshaphat': [85, 2] 
'teresa': [85, 1] 
'longbourn': [85, 1] 
'zossimov': [85, 1] 
'presume': [84, 27] 
'selfish': [84, 16] 
'characteristics': [84, 19] 
'locks': [84, 19] 
'hurried': [84, 21] 
'portions': [84, 26] 
'sits': [84, 28] 
'confused': [84, 25] 
'praying': [84, 16] 
'edition': [84, 15] 
'nobler': [84, 26] 
'striving': [84, 19] 
'designed': [84, 20] 
'pen': [84, 26] 
'visions': [84, 18] 
'indispensable': [84, 17] 
'exchanged': [84, 15] 
'ruins': [84, 22] 
'contributed': [84, 18] 
'allowing': [84, 20] 
'dried': [84, 20] 
'worlds': [84, 24] 
'estimate': [84, 16] 
'cell': [84, 12] 
'blemish': [84, 12] 
'coasts': [84, 10] 
'preparing': [84, 22] 
'satan': [84, 9] 
'confound': [84, 21] 
'area': [84, 6] 
'dozen': [84, 15] 
'chambers': [84, 11] 
'sinking': [84, 18] 
'niece': [84, 6] 
'so”': [84, 5] 
'reap': [83, 23] 
'cleave': [83, 17] 
'enterprises': [83, 16] 
'horrid': [83, 23] 
'western': [83, 17] 
'disgraceful': [83, 21] 
'feasts': [83, 16] 
'inconsistent': [83, 21] 
'recognized': [83, 17] 
'date': [83, 23] 
'earliest': [83, 23] 
'tales': [83, 23] 
'sailors': [83, 19] 
'rendering': [83, 23] 
'husbandmen': [83, 7] 
'herbs': [83, 15] 
'slip': [83, 25] 
'reject': [83, 24] 
'nought': [83, 18] 
'treachery': [83, 20] 
'manifestly': [83, 22] 
'deaths': [83, 22] 
'confine': [83, 22] 
'decline': [83, 26] 
'disputes': [83, 22] 
'forgiven': [83, 11] 
'sources': [83, 24] 
'nails': [83, 21] 
'clay': [83, 24] 
'tricks': [83, 26] 
'39': [83, 12] 
'redeemed': [83, 10] 
'joys': [83, 20] 
'118': [83, 6] 
'porter': [83, 12] 
'fright': [83, 19] 
'woes': [83, 11] 
